"cust.id","age","credit.score","email","distance.to.store","online.visits","online.trans","online.spend","store.trans","store.spend","sat.service","sat.selection"
"272",36.0443684749576,722.932677453202,"yes",3.24852763907008,10,7,124.598570055112,1,16.8578217877996,3,2
"273",35.4437992336071,704.672942206654,"yes",30.1480416844636,12,3,57.2201862179486,1,19.726708430059,4,3
"274",39.1984355392006,693.873481909373,"yes",9.86823888315761,4,2,41.0537468356282,3,66.4590585210506,NA,NA
"275",26.0567675440559,659.427108924297,"yes",4.83807038586719,3,2,42.462581753663,3,40.4812176467936,NA,NA
"276",28.080891278048,688.081756390895,"yes",24.7536656708824,47,13,233.095670856561,0,0,4,4
"277",36.1272332890335,768.282365368938,"yes",1.07821524277284,10,3,56.0670635645349,2,58.3990785363473,3,2
"278",32.5655981683201,656.386164418169,"yes",29.1076095824707,8,1,22.4513595726075,0,0,4,3
"279",31.6508058205189,731.71201418613,"yes",30.7716402428028,0,0,0,0,0,3,2
"280",26.6226194125396,762.427816494807,"yes",5.4673928984761,87,34,628.081375313779,2,35.5497154740483,3,4
"281",39.8922915465394,690.14079269273,"no",14.7544236168323,10,1,17.6574950444768,0,0,2,2
"282",43.3162247744199,742.625473594754,"yes",16.2272558545044,39,9,224.879317465108,0,0,NA,NA
"283",47.8749743164053,845.568032018167,"yes",1.89962954842901,9,3,60.131043073009,2,38.5606644649827,NA,NA
"284",41.6023655295719,800.944901869161,"yes",25.2989726369184,0,0,0,0,0,3,2
"285",32.6755890187112,651.594434223041,"no",3.9470812265356,13,3,50.9948380441876,3,156.767773814881,3,1
"286",31.8380925234272,766.48384723246,"yes",12.8377221995403,1,0,0,1,37.5327386439164,NA,NA
"287",33.9275029326799,701.742436356173,"yes",17.5829154288253,28,11,188.184997486658,0,0,1,1
"288",32.1464196578855,753.885155288286,"yes",4.59460503800793,28,8,161.474923023751,3,128.448150905318,3,1
"289",40.516490934534,665.039627450015,"yes",6.31066490505107,1,0,0,1,16.3031194435502,NA,NA
"290",28.4706530436594,681.831740780957,"no",3.64118226975248,4,1,18.7664275492975,0,0,3,3
"291",29.6529769602255,685.90496019431,"yes",4.15824508570911,16,7,126.653129043986,3,46.4087503319019,NA,NA
"292",33.7230170583133,715.501379014423,"yes",34.2279768411783,323,88,1798.37673566969,0,0,NA,NA
"293",41.686745164434,689.1030441019,"yes",5.84944010343232,0,0,0,1,29.8231774918395,NA,NA
"294",29.969789103937,739.992888757272,"yes",0.890669703329933,184,58,1145.36440256185,1,40.4682790589372,NA,NA
"295",29.1389966827816,664.501222268728,"yes",7.750675535051,20,10,220.203178025421,2,53.6726462749702,4,3
"296",40.0647866645556,732.128168400975,"yes",1.78122667843447,0,0,0,0,0,NA,NA
"297",35.7269915733604,763.149599554126,"yes",2.78933775435416,11,4,80.6677106491557,3,151.513897987827,4,3
"298",45.0232454602017,762.234805478607,"yes",4.981480144825,16,3,58.5172491387024,6,118.958689971835,3,2
"299",42.0012686042039,835.759847192836,"yes",1.83948945269107,21,6,140.095997811864,0,0,NA,NA
"300",27.1937650588293,743.476540957947,"no",3.62541071699633,0,0,0,1,34.3211008940991,3,2
"301",34.1855458034224,734.136223614915,"yes",5.60604165752616,151,50,810.732985617715,3,76.3541361307298,1,1
"302",38.5985130080543,658.699421174866,"yes",6.2953378057604,0,0,0,1,23.8400889227468,2,2
"303",36.3924463861525,710.142585675719,"no",1.84847467007213,1,0,0,2,110.005466455004,2,3
"304",27.564965582652,725.154050290897,"yes",12.9318190545384,147,41,749.051514424729,0,0,3,1
"305",42.0188589344936,704.336448649282,"yes",39.6299206811617,5,1,20.0729975448535,1,58.3846936094753,NA,NA
"306",36.6209214786613,711.369980790241,"no",1.05107192099062,113,36,825.714073199498,6,358.169344992123,NA,NA
"307",33.7815490289975,713.826964120078,"yes",9.73098674849115,31,5,95.4634989438302,0,0,NA,NA
"308",40.8943632917179,746.51258004305,"yes",6.32011038753476,13,5,106.063103846216,1,32.5706448795212,NA,NA
"309",33.7299009854838,779.422379285145,"no",9.65550962222116,0,0,0,0,0,NA,NA
"310",36.2274008713582,702.910319452681,"yes",15.1766743841045,2,0,0,0,0,3,2
"311",40.2594041007306,739.359761468177,"yes",2.05698191577615,84,24,515.29489059972,1,16.4099742987143,2,2
"312",30.6041956628667,670.71730078845,"yes",23.08598870725,40,12,197.623494696419,0,0,4,3
"313",34.6871321771295,800.931697299655,"yes",4.21239898655755,0,0,0,5,126.366059546639,NA,NA
"314",27.4034394235326,666.026660728371,"yes",16.1856073809229,1,1,22.232819970597,0,0,3,2
"315",33.8594701829293,629.802740462675,"yes",12.1184055917,156,41,803.91776550021,0,0,3,2
"316",39.6237685395662,803.20983560691,"yes",8.21491655403802,0,0,0,0,0,2,2
"317",31.9243036799966,681.857474687212,"yes",3.31813552496678,3,0,0,0,0,3,2
"318",34.1748906942753,708.102156791166,"no",98.1773474119705,3,2,49.4436782116277,0,0,3,2
"319",42.6254813451923,813.833843427737,"yes",17.6759806851621,2,1,20.7668688116693,1,35.3414191215065,3,3
"320",28.0029072319042,671.9350720586,"yes",1.17610353581652,0,0,0,4,111.642745606004,NA,NA
"321",30.0508355666645,742.20387196624,"yes",9.3324971103229,0,0,0,1,21.0759539090994,2,2
"322",32.7850585857705,728.097945959772,"yes",3.15686798423069,26,8,161.092638715933,2,45.7610049549635,3,1
"323",38.9694267316792,730.304350092011,"no",1.69148314835074,64,20,423.218056764711,2,67.0441579416518,3,3
"324",37.3820218558099,704.774578498284,"yes",6.23103380908513,10,2,41.8329743611592,0,0,2,1
"325",38.0489507517172,829.519772833231,"no",2.03883297610005,2,0,0,2,36.7370708584604,4,5
"326",44.0636472303047,712.086625340806,"yes",2.15217313823776,84,26,524.393876473262,2,66.9515822289961,2,1
"327",43.1698855136128,764.234608542259,"yes",2.95325773156005,6,1,25.3098585616847,1,42.216097401536,4,3
"328",31.3065410528878,733.382905374206,"yes",5.65539897750923,0,0,0,1,42.3663645623544,NA,NA
"329",38.6262005779009,824.891639879781,"no",1.82130690193318,0,0,0,1,38.363777403844,NA,NA
"330",27.1518254284044,685.1853181237,"no",2.50994452805644,14,2,43.3505332456304,3,120.591207201254,3,2
"331",33.8892051881274,727.883694006259,"yes",8.98565702259443,83,28,606.179323706579,1,19.4549752802743,1,1
"332",40.0125238689877,779.664981909891,"yes",21.8759703897196,10,5,99.7323410216164,0,0,2,1
"333",43.8103670475265,689.027784203175,"yes",21.9781499546998,55,14,259.742719836166,1,32.6238285607045,4,1
"334",43.2483747162849,736.781314756127,"yes",5.35270576852866,8,1,14.7256035457568,0,0,4,3
"335",42.3976950176365,752.354467334223,"yes",10.7721727597809,43,11,266.650002586416,0,0,NA,NA
"336",30.4342269588001,695.05836876309,"yes",3.5014177774716,186,52,1030.87743079241,4,133.521304390489,2,2
"337",32.5260686375748,676.426363502958,"yes",9.77289856934359,3,2,39.1160253283122,0,0,NA,NA
"338",34.9445538088276,779.311203675703,"yes",59.4866476444157,2,1,18.4203684774953,0,0,3,1
"339",35.3370395766887,666.04898215714,"no",4.21444506456164,0,0,0,3,74.406072802863,3,2
"340",39.9784965685637,712.318865485039,"yes",2.18117518990823,0,0,0,1,37.5087730757979,NA,NA
"341",28.9700906009908,682.312404126548,"yes",10.1356172153632,5,1,22.8939267171438,0,0,3,1
"342",36.1908564939382,657.048917395665,"yes",0.76095110082969,11,6,119.268005925698,4,124.602838860346,5,4
"343",30.3648000160448,707.078298314844,"yes",36.1223127341927,0,0,0,1,25.039195134817,3,3
"344",36.8116471363803,765.766100953236,"yes",8.97726320246335,12,4,72.7028866737401,2,91.7301074655901,NA,NA
"345",27.6831520658461,788.849086065781,"yes",33.3228567381069,0,0,0,0,0,4,4
"346",28.6012533612558,697.014485784183,"yes",36.1300477853131,0,0,0,0,0,4,2
"347",26.1726135613417,755.147379173669,"yes",83.8140832748974,18,9,175.237018254153,0,0,3,2
"348",37.0613132257142,785.315172455223,"no",8.79230788147392,7,1,18.8867889790611,0,0,3,1
"349",22.586624189598,818.716810580114,"yes",11.6703767869463,180,50,970.081008659868,3,133.199088835335,NA,NA
"350",31.0919193083265,672.447821240681,"no",1.00828964146442,14,4,94.9193728021044,2,71.3636855342867,3,3
"351",36.8674158183771,700.668215644277,"yes",4.15117887905601,0,0,0,0,0,3,2
"352",34.789807251806,737.212600000246,"yes",11.8787893178185,4,2,37.0817866267917,0,0,4,3
"353",44.6129924444536,804.715750866573,"yes",99.455687908855,2,1,24.1784735711529,1,22.2660364341907,NA,NA
"354",35.6887669198535,677.877192615751,"yes",7.36090570552122,1,0,0,1,20.429866396019,4,2
"355",34.5354731228341,686.491867128339,"yes",26.4775858557625,0,0,0,0,0,NA,NA
"356",41.1112444332172,712.198320748135,"yes",15.9673577784608,16,3,60.7331193962588,1,20.9697900866328,NA,NA
"357",41.8212606193792,719.877551622713,"yes",11.8526854772618,18,7,139.338123053904,0,0,NA,NA
"358",42.288573493644,774.93716540965,"yes",10.3382129318755,111,33,643.705738471166,0,0,NA,NA
"359",34.9292207698809,775.44017950085,"yes",15.2322993530617,19,3,53.7917319975826,1,36.6824688042559,NA,NA
"360",31.2088486267899,679.634121781099,"no",4.22051827917802,1,1,19.4593826033041,0,0,3,2
"361",44.1139314709137,758.478478287216,"yes",0.863416327943474,44,14,265.205601343459,5,163.730507867518,5,4
"362",36.0534304641185,695.306683175922,"no",18.9749637237705,4,0,0,0,0,3,2
"363",33.0290765710464,669.398509993081,"yes",7.1864713382576,10,3,56.1316064719516,1,23.9010901953921,3,2
"364",28.5326565364514,773.087419263996,"yes",6.67135482955028,231,80,1755.63710014133,0,0,4,3
"365",28.3854213584222,784.223000703103,"yes",3.77366356725603,152,34,596.684983794928,0,0,2,1
"366",31.2443457724965,805.937020977146,"yes",20.8295100695265,29,9,161.202641328419,1,49.9343247712689,3,4
"367",33.7606634151454,717.213731043082,"yes",16.3139104510185,44,12,259.578991020456,1,59.2364722109296,3,2
"368",25.4856973262969,645.187713358606,"yes",3.26914559319795,102,32,586.063261147657,2,38.9842646237484,4,4
"369",38.7724621751966,701.293484358177,"yes",5.64845795553012,111,30,589.66715084605,0,0,2,1
"370",35.0709109663762,663.578719129687,"yes",6.10538033413615,10,3,63.0103709171546,0,0,NA,NA
"371",40.4863458423935,686.270849024826,"yes",4.56635710539336,4,4,82.7582405532966,0,0,NA,NA
"372",36.7875992294625,683.269937267022,"yes",92.3318915062833,0,0,0,0,0,4,3
"373",35.7157259188196,725.912394287235,"yes",22.145232775427,6,3,61.3893298894431,0,0,3,3
"374",32.7643209842726,730.399119562337,"yes",27.1785407094481,3,2,35.2810257066097,1,40.1865982711931,2,1
"375",32.8543647558295,752.319381529783,"no",3.46455709104885,2,0,0,3,109.067159988969,2,1
"376",32.5612085408658,616.692016998486,"yes",7.23052018515806,0,0,0,0,0,3,2
"377",25.7329458106633,756.338127180791,"yes",5.29915668189599,39,9,176.216729887605,1,42.4467978958332,NA,NA
"378",37.1606843023208,807.125876384071,"yes",3.38521668121043,0,0,0,0,0,NA,NA
"379",30.8795297992285,718.253739927373,"yes",4.51805755579,0,0,0,1,21.8591862038087,3,3
"380",38.6698611476091,720.502629193346,"yes",2.85458253820542,3,0,0,1,35.9154003199825,2,2
"381",36.0040864157987,838.121713285975,"yes",2.99523587856753,75,26,604.006131678589,1,52.1539316168736,NA,NA
"382",29.7038964427617,737.295058710147,"no",3.89453451917014,0,0,0,0,0,NA,NA
"383",31.6173792732016,755.547544572235,"yes",1.87081969326165,0,0,0,3,116.039630332798,NA,NA
"384",36.7760395579253,759.402839884655,"yes",11.5337546617031,18,3,58.5146820756752,1,56.4025011872235,3,3
"385",46.0690841639195,725.502650400323,"yes",0.476939221983031,7,4,82.8043409120162,7,249.70644135883,2,1
"386",32.9571418089205,721.309485060147,"yes",22.4613513452819,28,8,157.511712693575,2,26.5292645244929,2,2
"387",24.9663253186618,771.478298019793,"no",14.7349006793324,0,0,0,2,50.7576256376025,NA,NA
"388",37.343341881885,779.20950250552,"yes",20.4553106271752,40,11,177.353664060234,1,16.8013383809965,2,2
"389",47.0102276582375,732.773978984958,"no",3.2382497871066,13,3,60.2766659946519,1,39.2572533363902,NA,NA
"390",39.1844672175094,701.32710988923,"yes",14.3177020990039,2,0,0,2,57.3913436402026,NA,NA
"391",34.4810569497399,722.221528619291,"yes",11.5770503506832,0,0,0,0,0,2,2
"392",33.1418415443206,800.361410741142,"yes",35.5500214155865,1,0,0,1,27.7812418752691,NA,NA
"393",29.9619409994755,751.255851366954,"yes",2.83227476316069,0,0,0,3,68.1385228311509,NA,NA
"394",35.2058883398663,731.698681882527,"no",5.16173459319573,33,9,182.85736066132,3,151.425720815978,NA,NA
"395",36.2485561241367,723.032343499773,"yes",52.1886408018741,30,9,153.30159108357,0,0,4,3
"396",24.3520835866768,734.986593480242,"no",7.03602254324659,2,1,23.9190436569023,4,219.029209434346,3,3
"397",38.8030263723929,722.436094188249,"yes",3.77550550526275,14,5,80.5266319394936,2,61.4217376984763,3,1
"398",37.573463999938,739.517344312689,"no",3.06236019007676,86,22,544.798054872264,0,0,NA,NA
"399",38.5145573568953,808.782190608781,"yes",8.49978419628668,10,4,90.6049693047909,1,28.0497492527689,3,2
"400",38.7621228409977,803.570183728735,"yes",25.0625894339432,0,0,0,0,0,NA,NA
"401",36.1411987201067,783.271497546773,"yes",9.02865962695724,9,2,46.0794348506999,1,32.5729284295022,3,3
"402",34.7150720327173,664.071965776783,"yes",4.42611553869304,0,0,0,3,73.2249058882026,4,3
"403",31.3499807197121,668.472776967543,"yes",2.96795356162552,10,4,74.9039373950395,2,76.4243490539689,3,2
"404",31.3193038401795,699.158074888449,"yes",26.1147519449776,77,21,360.666873378992,1,40.9484028398936,NA,NA
"405",36.3468405588939,681.939203973644,"yes",6.39733626589735,87,24,560.94519377583,1,75.2866060965465,3,3
"406",26.5286221012131,784.015013940571,"yes",4.73789891397466,86,25,527.931296268964,1,36.4951205312079,NA,NA
"407",37.181053711683,756.913539374313,"yes",2.25796901246599,26,5,119.113077038485,4,210.200822268172,3,2
"408",28.9571011311704,821.281344777133,"yes",2.04686016735588,52,13,318.893575771784,2,57.7178493570441,NA,NA
"409",37.3017195087069,703.917427470501,"no",13.5044551349967,124,44,906.374201518221,1,24.5850118422192,4,3
"410",43.5271509682304,734.219827008278,"no",4.21257749341722,5,1,16.9787005509737,4,134.381667294588,NA,NA
"411",36.661516724288,743.106698287658,"yes",3.82811690390831,0,0,0,0,0,2,2
"412",30.3818857092763,688.490664114549,"yes",3.23213232711632,3,1,21.9689312258418,4,232.13373226121,4,1
"413",38.7801432142639,705.918772416235,"yes",41.2085082198179,62,17,334.359519244482,1,39.2327844992015,4,3
"414",32.1946620517221,706.31773742506,"yes",4.15489322995155,11,6,134.464505471114,2,95.6039849760374,4,4
"415",45.174781283,747.285937262931,"yes",2.55970798499024,1,0,0,1,33.3677180191265,3,3
"416",33.5422927192859,648.535999488269,"no",2.38290791752992,0,0,0,6,295.016753018835,3,2
"417",36.3541531826186,753.424942054225,"yes",12.3384213657841,15,7,168.896195853866,0,0,5,4
"418",32.4993852543168,808.166612469621,"yes",5.20968255591923,16,4,70.4144701788901,2,33.9719138485102,4,3
"419",34.229919238802,729.070921443359,"no",5.52101932998832,1,0,0,4,178.749154080514,NA,NA
"420",29.1320170326095,724.578284743502,"yes",9.42938920441876,0,0,0,2,97.9097462043709,NA,NA
"421",35.7585864145662,663.101359765208,"yes",3.00027673103276,8,2,39.0061721932102,3,52.5601369077813,3,2
"422",31.2350906793808,696.110234763976,"yes",14.0948089504646,50,19,426.578865581992,0,0,3,2
"423",33.0055642710785,640.095247519152,"yes",15.2146849688193,266,90,2068.45194690958,1,21.3505727989864,3,1
"424",41.8878383206816,739.649992361531,"yes",13.9805796430498,55,23,400.98908509965,1,19.5721548289024,NA,NA
"425",37.0067097959782,596.191995672234,"yes",5.00394149038579,24,5,96.3901946342438,0,0,3,3
"426",32.5328670632991,708.60396131678,"yes",18.776194067484,0,0,0,2,62.5766373239465,4,3
"427",35.6756362413674,724.448004146933,"yes",9.99716342558808,5,1,15.9165635381912,1,37.9562553684775,NA,NA
"428",31.5582759782498,742.622686032995,"yes",44.7757947576078,1,0,0,0,0,3,2
"429",33.9945535592332,754.604623373333,"yes",3.29187743059201,62,21,429.054138194902,0,0,1,2
"430",38.8158506084922,690.857285763902,"no",1.17346149983867,0,0,0,2,27.2771115600011,3,3
"431",37.0909596424212,604.867901483292,"yes",14.964784723419,0,0,0,2,56.6835799461467,NA,NA
"432",19.341340573883,653.796986921812,"yes",9.19605161104132,0,0,0,0,0,3,3
"433",30.2549699014471,681.347078121523,"yes",2.76890557616612,0,0,0,1,41.5445263548411,3,1
"434",36.7938529644192,751.027561610993,"yes",9.42638157223327,7,3,66.0889758264064,2,62.9531222394183,NA,NA
"435",37.2357797186804,802.726500348486,"no",16.8768231834114,0,0,0,1,24.5779099805945,2,2
"436",35.4522774941126,718.842216590923,"yes",1.29676367178655,15,5,106.627665344729,2,36.6575732425388,NA,NA
"437",36.6393381988894,774.558625057428,"yes",2.13187642040827,86,27,556.221851750548,1,23.5427195744666,3,2
"438",27.6747439872801,720.528184686892,"yes",43.044436490179,26,8,147.94166340518,0,0,3,3
"439",31.054118434025,800.103615993818,"yes",4.16421031646008,41,9,156.372984756435,1,45.1238226568472,4,3
"440",36.3117651062068,743.023541173066,"yes",24.8787683909739,0,0,0,0,0,3,2
"441",30.670118471104,814.513470662117,"yes",5.84495761533906,0,0,0,2,73.2405879873999,5,4
"442",28.9542985073478,701.709678324682,"yes",36.5103463055401,1,1,16.7206167666938,0,0,1,1
"443",46.1773345432917,770.181023298803,"no",8.04372059999313,2,0,0,1,41.6216199998289,NA,NA
"444",38.3246276303671,710.228409700581,"no",48.6923716099189,48,12,233.891937063722,0,0,2,2
"445",36.6878707544274,779.45521222998,"yes",40.3625699798825,145,42,854.711954961936,0,0,3,2
"446",44.9205709293622,649.716948115646,"yes",8.29977565316234,4,2,35.1452680215838,0,0,4,3
"447",37.2278998150211,791.969692270354,"yes",25.377753686338,28,6,130.454468512717,0,0,3,1
"448",36.4258750666057,744.045513525772,"yes",6.64701540632334,60,22,368.710712437141,0,0,4,4
"449",27.4585422541235,759.109761460309,"no",20.0326279535782,52,18,354.100709233297,1,43.4256993728668,NA,NA
"450",26.0764654140081,708.646330704669,"yes",0.51684851113678,2,1,18.3519595892307,3,88.9587174542266,3,4
"451",32.0106175935866,688.781730474095,"yes",33.2035434974659,2,1,18.886551397629,0,0,3,3
"452",40.2077733531255,756.104064591305,"yes",22.8430275927339,42,11,213.819287826701,1,22.030697052785,3,3
"453",34.0141134192702,728.645217036219,"yes",7.13020585301179,12,4,84.4492362080962,0,0,4,3
"454",42.1977196000595,676.734391238618,"yes",33.8725793310207,0,0,0,0,0,2,1
"455",38.1202288677189,724.428289664178,"yes",46.269229199587,27,8,149.908759873893,0,0,NA,NA
"456",36.5684198409751,724.781875157931,"yes",3.18011949731377,0,0,0,2,49.7355165066298,NA,NA
"457",37.4272257172006,689.868988164269,"no",32.7442259599319,0,0,0,1,13.870321743444,3,2
"458",39.2405066687936,808.274691797861,"yes",37.3977208805906,0,0,0,1,22.0514831379269,3,2
"459",28.6973239670328,757.919239217005,"yes",3.51236009375019,131,35,642.19006222958,2,55.0128869752676,2,2
"460",37.6924973877561,658.677201563347,"yes",50.408060339315,115,31,602.628912060144,2,113.891761389753,NA,NA
"461",30.9934563265029,727.572455682511,"yes",3.26940225017643,2,2,32.7460780197055,2,103.860610194449,NA,NA
"462",29.4224225663245,795.597750434623,"yes",22.0433367478035,7,1,19.9871841396993,0,0,NA,NA
"463",31.1932029528319,721.527589363754,"yes",6.00718189915086,48,9,202.596371394098,1,62.8804492058214,NA,NA
"464",30.8420954316474,689.138589819468,"yes",3.93108277480937,114,27,573.990200063644,4,128.922166340288,NA,NA
"465",37.7372519330696,804.187583793788,"yes",17.4243487021622,291,73,1613.03026128986,2,49.9497822236101,2,2
"466",36.8700065649241,707.379822955828,"yes",267.086399762489,7,1,17.0227713160169,0,0,NA,NA
"467",34.0336474902762,714.884799438497,"yes",1.1171738697677,99,25,515.916596210287,6,169.123758649827,4,4
"468",38.536328102796,742.596929560781,"yes",16.1941356556089,94,31,670.776404900554,0,0,NA,NA
"469",28.4662522488879,762.106169446722,"yes",0.371883118298575,2,1,24.3633458810466,6,196.019741880522,NA,NA
"470",32.0446369435455,741.58553300946,"yes",8.32243006057196,10,2,42.429347615323,0,0,4,2
"471",37.9928053368321,678.394865129591,"no",4.41921901345048,0,0,0,2,42.601982957635,3,3
"472",29.1648772306468,649.364063073778,"yes",2.95881024331692,49,13,289.440277347026,2,156.367315737244,3,3
"473",37.2269003443192,715.373102468914,"yes",7.3040138554591,2,0,0,2,77.7887707224933,NA,NA
"474",35.3446443510275,731.767420978473,"no",1.63990516349435,1,0,0,3,115.554788540911,2,2
"475",35.8708408236213,770.887039250428,"yes",24.0964800529291,1,0,0,1,19.1470431626375,3,3
"476",34.5693327174713,560.397201240438,"yes",17.9484631385896,46,9,182.894093666198,0,0,4,3
"477",27.0912393242881,715.071227082404,"yes",17.7471945196463,0,0,0,0,0,NA,NA
"478",35.5092314192261,819.670248092297,"yes",2.82228846411669,7,3,63.0292583405979,4,95.3780656288398,2,2
"479",43.3686916918851,721.968357636309,"yes",4.08893799604495,12,4,82.9404880909727,3,68.0390660776286,NA,NA
"480",31.4311803000069,729.356528301823,"yes",11.9918724657404,2,1,18.4567379115961,1,28.5942898808208,3,2
"481",25.569750927439,777.504248658073,"yes",17.3118984857476,2,1,21.0902985052817,2,62.5265103098088,3,2
"482",46.8628538757943,733.388055609528,"yes",10.4651184871364,194,51,1066.6881954358,0,0,3,3
"483",34.3181987502514,775.192519990285,"yes",9.29946070755859,104,33,710.90751953194,0,0,NA,NA
"484",32.4371265131131,704.198956299688,"yes",11.0661908999512,12,3,51.3272250068571,1,26.2936898070966,3,2
"485",36.6248475605531,632.759937393478,"yes",2.28890682775266,162,42,997.693982728631,3,98.6261846265489,4,2
"486",24.7515672400065,691.47845449841,"yes",16.6691473362231,0,0,0,1,45.8119430427964,3,2
"487",36.6012310320256,765.326541675719,"yes",3.37020757197004,1,0,0,0,0,3,3
"488",34.315874112398,728.708941941801,"yes",1.83988206961224,1,0,0,1,38.6661121660029,1,1
"489",32.2029019069926,704.173323571262,"yes",0.479618323312688,0,0,0,4,170.611422068008,4,4
"490",38.7366320234281,827.42497956662,"yes",89.285356048094,4,1,19.5220411651697,0,0,5,4
"491",38.8780673559791,697.724942269375,"yes",2.00201397589251,0,0,0,1,45.8754756733363,3,3
"492",26.412859394998,767.168436046406,"yes",3.09334027380515,9,4,80.8227350860391,1,52.8542663027516,4,3
"493",46.325181969504,731.284695811497,"yes",10.3011039962333,0,0,0,1,16.825149465781,4,2
"494",35.4709422737176,742.506979747413,"no",0.394670748631124,0,0,0,8,162.154379458984,4,4
"495",31.3679409154471,681.935803031837,"yes",5.67927673783594,14,7,154.304038550531,3,97.2790506530735,NA,NA
"496",34.4781897569315,736.508009370657,"yes",26.9679127960996,14,3,77.3683430571694,0,0,1,1
"497",30.9255710596375,718.557306442457,"yes",4.89792279246671,0,0,0,2,102.894886769299,2,2
"498",35.1417114494653,765.480489856494,"yes",5.9927219858974,18,3,74.4432780801476,0,0,4,3
"499",26.8335310512844,698.289426757352,"yes",9.29904596163388,0,0,0,1,17.1375786766374,4,3
"500",37.0103176574707,718.783685817025,"yes",3.31071516035869,14,4,84.8566910516422,0,0,NA,NA
"501",43.5023133202023,765.208426121211,"yes",10.1243722694546,0,0,0,0,0,NA,NA
"502",31.335069301944,832.402998149631,"yes",11.0238920546625,1,0,0,1,22.7565621331884,4,3
"503",32.7304495244036,718.67393527613,"yes",75.1211787129456,6,3,64.7079493643981,0,0,2,2
"504",40.1024840953398,762.409450687457,"yes",112.500726820495,9,1,23.3204111119093,1,29.6583369913674,4,3
"505",35.0215837190558,740.600382430593,"no",50.1000069571452,0,0,0,0,0,3,3
"506",34.5869144375021,747.85373451761,"yes",9.43198746317468,0,0,0,0,0,2,2
"507",39.6252391702211,664.77031995137,"no",6.90413556797907,0,0,0,0,0,4,2
"508",27.1580112530917,671.091012883355,"yes",4.69894528420415,0,0,0,0,0,2,2
"509",35.4643263594568,709.136157751538,"yes",3.41931911635512,15,7,140.906601297784,0,0,3,2
"510",39.2876215322501,792.974552132355,"no",3.01076502242313,2,0,0,1,24.8573763836396,NA,NA
"511",36.110641563996,714.789106539022,"no",2.7801215108748,11,1,19.6604743459123,0,0,NA,NA
"512",30.0183789368066,749.734838003669,"yes",4.0170206238221,58,21,468.67443902539,1,49.51796764625,NA,NA
"513",31.1330104846028,733.131525788659,"yes",2.97630400865549,4,3,66.1824852690603,7,186.319178930446,NA,NA
"514",39.5129999266518,788.241486971488,"yes",16.3441611799242,3,0,0,1,23.2590218594058,4,2
"515",40.3173678168401,823.6523075877,"yes",23.3445494878314,14,3,54.6527397489174,2,88.4894423513812,4,3
"516",36.7669095631225,676.944729044401,"yes",3.00107945747201,19,3,55.9752791029396,4,53.5113446199621,NA,NA
"517",32.1261587729302,734.427553920963,"yes",1.46704465069564,7,4,63.6130366317806,7,278.002289557345,2,2
"518",36.8565095625913,670.546354589617,"yes",5.65801069310694,0,0,0,0,0,NA,NA
"519",38.3356029078758,769.610786261638,"yes",9.94802582441253,1,0,0,0,0,2,2
"520",32.9716168725388,745.226406788508,"yes",4.64686479701031,0,0,0,0,0,2,1
"521",37.0939517366959,784.226040332685,"yes",11.4853810696297,68,23,402.724313100154,0,0,NA,NA
"522",36.6215341574062,811.555969468816,"yes",18.8742131894182,2,0,0,1,33.5548849391455,NA,NA
"523",37.8251711627307,779.450623740225,"yes",22.9201884172182,0,0,0,0,0,NA,NA
"524",37.6752739080361,754.64389864096,"yes",8.30580618249559,1,1,26.3226295994769,1,38.5117332445086,3,2
"525",40.7429202687367,768.982477425656,"yes",3.20290184198169,25,9,228.157264124214,1,41.3865007838281,4,3
"526",40.0315250048734,739.549519267979,"yes",5.51689453132407,4,0,0,2,75.0250654183521,NA,NA
"527",33.5163176570376,743.040284869928,"yes",24.7154741939818,31,3,55.2751622069795,0,0,NA,NA
"528",35.506403680881,742.079408357909,"yes",55.0201569342167,3,1,19.1135110644635,0,0,4,2
"529",42.4501068703738,785.694579652806,"yes",37.1600292662874,37,11,269.156259541307,1,30.8179708992873,4,3
"530",27.6146585501394,621.126305654703,"yes",9.83672066360771,15,5,95.2125869870035,1,16.9910655191437,4,4
"531",37.0783792907583,577.063718419139,"yes",5.49087544892058,0,0,0,3,146.084394613111,2,1
"532",40.4895539693517,737.282567705461,"yes",9.44200643378483,40,9,170.249175287538,2,63.3669640465973,NA,NA
"533",35.8274026655074,671.157813427411,"yes",6.28081964763355,6,0,0,0,0,3,3
"534",31.7272565395914,712.13657106865,"no",133.446229029552,50,15,292.247221748199,0,0,NA,NA
"535",24.2694926607278,714.46199159895,"no",53.8766437142991,2,1,21.09831278369,0,0,4,3
"536",38.6255807724992,706.205152217694,"yes",11.636063398162,108,27,590.782458927696,0,0,4,3
"537",27.8275610879881,684.469157839404,"yes",1.81891814175109,0,0,0,3,47.869732824011,5,3
"538",34.4640200750511,762.561649324241,"yes",2.11647237254411,1,0,0,4,88.8608048874746,3,1
"539",38.8549339542167,739.503058102245,"yes",5.07125068546929,4,1,20.2148797296828,5,126.497859099395,NA,NA
"540",31.6145505483975,698.523322410334,"yes",9.97487389841399,49,16,312.174103521864,0,0,3,3
"541",39.8541393255957,675.617811951589,"yes",16.4686640847822,2,1,19.6277399891111,0,0,NA,NA
"542",31.955411061164,717.635172771699,"yes",3.85567571114996,58,14,273.719728489509,2,60.8641281202339,3,2
